id|points
E14000887|[[-1.1090562638637562, 67.84037979051001], [-1.0200587847070581, 67.99453154543117], [-0.8420588448955258, 67.99453154543117], [-0.7530608413706045, 67.84037979051001], [-0.8420588448955258, 67.68622926457674], [-1.0200587847070581, 67.68622926457674], [-1.1090562638637562, 67.84037979051001]]
E14000768|[[-1.1090562638637562, 67.48438297516371], [-1.0200587847070581, 67.6385333863915], [-0.8420588448955258, 67.6385333863915], [-0.7530608413706045, 67.48438297516371], [-0.8420588448955258, 67.33023089251255], [-1.0200587847070581, 67.33023089251255], [-1.1090562638637562, 67.48438297516371]]
E14000978|[[-1.1090562638637562, 67.12838620897713], [-1.0200587847070581, 67.28253812776336], [-0.8420588448955258, 67.28253812776336], [-0.7530608413706045, 67.12838620897713], [-0.8420588448955258, 66.97423579774932], [-1.0200587847070581, 66.97423579774932], [-1.1090562638637562, 67.12838620897713]]
E14000823|[[-1.1090562638637562, 66.77238932808493], [-1.0200587847070581, 66.92653985401776], [-0.8420588448955258, 66.92653985401776], [-0.7530608413706045, 66.77238932808493], [-0.8420588448955258, 66.61823731097951], [-1.0200587847070581, 66.61823731097951], [-1.1090562638637562, 66.77238932808493]]
E14000656|[[-1.1090562638637562, 66.4163940202972], [-1.0200587847070581, 66.57054443152471], [-0.8420588448955258, 66.57054443152471], [-0.7530608413706045, 66.4163940202972], [-0.8420588448955258, 66.2622417737807], [-1.0200587847070581, 66.2622417737807], [-1.1090562638637562, 66.4163940202972]]
E14000682|[[-1.1090562638637562, 66.0603955335271], [-1.0200587847070581, 66.21454622332543], [-0.8420588448955258, 66.21454622332543], [-0.7530608413706045, 66.0603955335271], [-0.8420588448955258, 65.90624366390045], [-1.0200587847070581, 65.90624366390045], [-1.1090562638637562, 66.0603955335271]]
E14000733|[[-1.4116545982705964, 75.49431265595479], [-1.322656758610739, 75.64846452558145], [-1.1446568187992112, 75.64846452558145], [-1.0556592085504461, 75.49431265595479], [-1.1446568187992112, 75.34016078632787], [-1.322656758610739, 75.34016078632787], [-1.4116545982705964, 75.49431265595479]]
E14000891|[[-1.4116545982705964, 75.13831456246099], [-1.322656758610739, 75.2924664157012], [-1.1446568187992112, 75.2924664157012], [-1.0556592085504461, 75.13831456246099], [-1.1446568187992112, 74.98416665836872], [-1.322656758610739, 74.98416665836872], [-1.4116545982705964, 75.13831456246099]]
E14000993|[[-1.4116545982705964, 74.78231897610272], [-1.322656758610739, 74.93647078018348], [-1.1446568187992112, 74.93647078018348], [-1.0556592085504461, 74.78231897610272], [-1.1446568187992112, 74.62816720479496], [-1.322656758610739, 74.62816720479496], [-1.4116545982705964, 74.78231897610272]]
E14001061|[[-1.4116545982705964, 74.42632091538192], [-1.322656758610739, 74.58047262114351], [-1.1446568187992112, 74.58047262114351], [-1.0556592085504461, 74.42632091538192], [-1.1446568187992112, 74.27217012726454], [-1.322656758610739, 74.27217012726454], [-1.4116545982705964, 74.42632091538192]]
E14000826|[[-1.4116545982705964, 74.07032544372912], [-1.322656758610739, 74.22447731335606], [-1.1446568187992112, 74.22447731335606], [-1.0556592085504461, 74.07032544372912], [-1.1446568187992112, 73.91617367242168], [-1.322656758610739, 73.91617367242168], [-1.4116545982705964, 74.07032544372912]]
E14000740|[[-1.4116545982705964, 73.71432733384889], [-1.322656758610739, 73.86847925263525], [-1.1446568187992112, 73.86847925263525], [-1.0556592085504461, 73.71432733384889], [-1.1446568187992112, 73.56017669321014], [-1.322656758610739, 73.56017669321014], [-1.4116545982705964, 73.71432733384889]]
E14000921|[[-1.4116545982705964, 73.35833200967473], [-1.322656758610739, 73.51248378098246], [-1.1446568187992112, 73.51248378098246], [-1.0556592085504461, 73.35833200967473], [-1.1446568187992112, 73.2041812707171], [-1.322656758610739, 73.2041812707171], [-1.4116545982705964, 73.35833200967473]]
E14000667|[[-1.4116545982705964, 73.00233401450011], [-1.322656758610739, 73.15648550723718], [-1.1446568187992112, 73.15648550723718], [-1.0556592085504461, 73.00233401450011], [-1.1446568187992112, 72.8481828986526], [-1.322656758610739, 72.8481828986526], [-1.4116545982705964, 73.00233401450011]]
E14000632|[[-1.4116545982705964, 72.64633826427664], [-1.322656758610739, 72.80049003558439], [-1.1446568187992112, 72.80049003558439], [-1.0556592085504461, 72.64633826427664], [-1.1446568187992112, 72.49218759086502], [-1.322656758610739, 72.49218759086502], [-1.4116545982705964, 72.64633826427664]]
E14000810|[[-1.4116545982705964, 72.29034026910216], [-1.322656758610739, 72.44449192570414], [-1.1446568187992112, 72.44449192570414], [-1.0556592085504461, 72.29034026910216], [-1.1446568187992112, 72.13618936627931], [-1.322656758610739, 72.13618936627931], [-1.4116545982705964, 72.29034026910216]]
E14000535|[[-1.4116545982705964, 71.93434586257233], [-1.322656758610739, 72.08849655237053], [-1.1446568187992112, 72.08849655237053], [-1.0556592085504461, 71.93434586257233], [-1.1446568187992112, 71.78019405849173], [-1.322656758610739, 71.78019405849173], [-1.4116545982705964, 71.93434586257233]]
E14000625|[[-1.4116545982705964, 71.57834680227444], [-1.322656758610739, 71.73249860635522], [-1.1446568187992112, 71.73249860635522], [-1.0556592085504461, 71.57834680227444], [-1.1446568187992112, 71.42419578474613], [-1.322656758610739, 71.42419578474613], [-1.4116545982705964, 71.57834680227444]]
E14000782|[[-1.4116545982705964, 71.22234938062762], [-1.322656758610739, 71.37650221705822], [-1.1446568187992112, 71.37650221705822], [-1.0556592085504461, 71.22234938062762], [-1.1446568187992112, 71.06820031309363], [-1.322656758610739, 71.06820031309363], [-1.4116545982705964, 71.22234938062762]]
E14000783|[[-1.4116545982705964, 70.86635326990115], [-1.322656758610739, 71.02050507398178], [-1.1446568187992112, 71.02050507398178], [-1.0556592085504461, 70.86635326990115], [-1.1446568187992112, 70.71220220321338], [-1.322656758610739, 70.71220220321338], [-1.4116545982705964, 70.86635326990115]]
E14000660|[[-1.4116545982705964, 70.5103559138002], [-1.322656758610739, 70.66450637418731], [-1.1446568187992112, 70.66450637418731], [-1.0556592085504461, 70.5103559138002], [-1.1446568187992112, 70.3562068298795], [-1.322656758610739, 70.3562068298795], [-1.4116545982705964, 70.5103559138002]]
E14000757|[[-1.4116545982705964, 70.154360491307], [-1.322656758610739, 70.30851090253465], [-1.1446568187992112, 70.30851090253465], [-1.0556592085504461, 70.154360491307], [-1.1446568187992112, 70.00020845781529], [-1.322656758610739, 70.00020845781529], [-1.4116545982705964, 70.154360491307]]
E14000841|[[-1.4116545982705964, 69.79836216840198], [-1.322656758610739, 69.9525127434947], [-1.1446568187992112, 69.9525127434947], [-1.0556592085504461, 69.79836216840198], [-1.1446568187992112, 69.64421319918716], [-1.322656758610739, 69.64421319918716], [-1.4116545982705964, 69.79836216840198]]
E14001027|[[-1.4116545982705964, 69.44236684422809], [-1.322656758610739, 69.59651741932052], [-1.1446568187992112, 69.59651741932052], [-1.0556592085504461, 69.44236684422809], [-1.1446568187992112, 69.28821481073622], [-1.322656758610739, 69.28821481073622], [-1.4116545982705964, 69.44236684422809]]
E14000693|[[-1.4116545982705964, 69.08636847216376], [-1.322656758610739, 69.24051921112124], [-1.1446568187992112, 69.24051921112124], [-1.0556592085504461, 69.08636847216376], [-1.1446568187992112, 68.93221665169641], [-1.322656758610739, 68.93221665169641], [-1.4116545982705964, 69.08636847216376]]
E14000636|[[-1.4116545982705964, 68.73037300051082], [-1.322656758610739, 68.88452508316225], [-1.1446568187992112, 68.88452508316225], [-1.0556592085504461, 68.73037300051082], [-1.1446568187992112, 68.57622118004362], [-1.322656758610739, 68.57622118004362], [-1.4116545982705964, 68.73037300051082]]
E14000703|[[-1.4116545982705964, 68.37437489063058], [-1.322656758610739, 68.52852551488274], [-1.1446568187992112, 68.52852551488274], [-1.0556592085504461, 68.37437489063058], [-1.1446568187992112, 68.22022302100393], [-1.322656758610739, 68.22022302100393], [-1.4116545982705964, 68.37437489063058]]
E14001036|[[-1.4116545982705964, 68.01837940259148], [-1.322656758610739, 68.17252874869617], [-1.1446568187992112, 68.17252874869617], [-1.0556592085504461, 68.01837940259148], [-1.1446568187992112, 67.86422754935114], [-1.322656758610739, 67.86422754935114], [-1.4116545982705964, 68.01837940259148]]
E14000726|[[-1.4116545982705964, 67.66238124355151], [-1.322656758610739, 67.81653193334985], [-1.1446568187992112, 67.81653193334985], [-1.0556592085504461, 67.66238124355151], [-1.1446568187992112, 67.50822937392488], [-1.322656758610739, 67.50822937392488], [-1.4116545982705964, 67.66238124355151]]
E14000549|[[-1.4116545982705964, 67.30638582105846], [-1.322656758610739, 67.46053516716313], [-1.1446568187992112, 67.46053516716313], [-1.0556592085504461, 67.30638582105846], [-1.1446568187992112, 67.15223406613714], [-1.322656758610739, 67.15223406613714], [-1.4116545982705964, 67.30638582105846]]
E14000998|[[-1.4116545982705964, 66.95038766201863], [-1.322656758610739, 67.10453941693993], [-1.1446568187992112, 67.10453941693993], [-1.0556592085504461, 66.95038766201863], [-1.1446568187992112, 66.79623585793802], [-1.322656758610739, 66.79623585793802], [-1.4116545982705964, 66.95038766201863]]
E14000621|[[-1.4116545982705964, 66.59439235423103], [-1.322656758610739, 66.74854212638473], [-1.1446568187992112, 66.74854212638473], [-1.0556592085504461, 66.59439235423103], [-1.1446568187992112, 66.44024036989865], [-1.322656758610739, 66.44024036989865], [-1.4116545982705964, 66.59439235423103]]
E14000534|[[-1.4116545982705964, 66.2383940804856], [-1.322656758610739, 66.39254599927197], [-1.1446568187992112, 66.39254599927197], [-1.0556592085504461, 66.2383940804856], [-1.1446568187992112, 66.0842422108588], [-1.322656758610739, 66.0842422108588], [-1.4116545982705964, 66.2383940804856]]
E14001055|[[-1.4116545982705964, 65.88239860883294], [-1.322656758610739, 66.03654767636709], [-1.1446568187992112, 66.03654767636709], [-1.0556592085504461, 65.88239860883294], [-1.1446568187992112, 65.7282481812187], [-1.322656758610739, 65.7282481812187], [-1.4116545982705964, 65.88239860883294]]
E14000944|[[-1.7142526704933052, 76.02830770691577], [-1.6252511438693757, 76.18245849503299], [-1.447255071273509, 76.18245849503299], [-1.3582572480001556, 76.02830770691577], [-1.447255071273509, 75.87415567342406], [-1.6252511438693757, 75.87415567342406], [-1.7142526704933052, 76.02830770691577]]
E14000982|[[-1.7142526704933052, 75.67231221887667], [-1.6252511438693757, 75.82646297422073], [-1.447255071273509, 75.82646297422073], [-1.3582572480001556, 75.67231221887667], [-1.447255071273509, 75.51816046395537], [-1.6252511438693757, 75.51816046395537], [-1.7142526704933052, 75.67231221887667]]
E14000677|[[-1.7142526704933052, 75.31631337160344], [-1.6252511438693757, 75.47046474963503], [-1.447255071273509, 75.47046474963503], [-1.3582572480001556, 75.31631337160344], [-1.447255071273509, 75.16216225575609], [-1.6252511438693757, 75.16216225575609], [-1.7142526704933052, 75.31631337160344]]
E14000895|[[-1.7142526704933052, 74.96031590079687], [-1.6252511438693757, 75.11446944184745], [-1.447255071273509, 75.11446944184745], [-1.3582572480001556, 74.96031590079687], [-1.447255071273509, 74.80616693158206], [-1.6252511438693757, 74.80616693158206], [-1.7142526704933052, 74.96031590079687]]
E14000917|[[-1.7142526704933052, 74.60431967536479], [-1.6252511438693757, 74.7584714302861], [-1.447255071273509, 74.7584714302861], [-1.3582572480001556, 74.60431967536479], [-1.447255071273509, 74.45016877254196], [-1.6252511438693757, 74.45016877254196], [-1.7142526704933052, 74.60431967536479]]
E14000778|[[-1.7142526704933052, 74.24832243396945], [-1.6252511438693757, 74.40247687627794], [-1.447255071273509, 74.40247687627794], [-1.3582572480001556, 74.24832243396945], [-1.447255071273509, 74.09417325173], [-1.6252511438693757, 74.09417325173], [-1.7142526704933052, 74.24832243396945]]
E14000548|[[-1.7142526704933052, 73.89232689677092], [-1.6252511438693757, 74.04647801261814], [-1.447255071273509, 74.04647801261814], [-1.3582572480001556, 73.89232689677092], [-1.447255071273509, 73.738175027144], [-1.6252511438693757, 73.738175027144], [-1.7142526704933052, 73.89232689677092]]
E14000541|[[-1.7142526704933052, 73.53632868857136], [-1.6252511438693757, 73.69048054181158], [-1.447255071273509, 73.69048054181158], [-1.3582572480001556, 73.53632868857136], [-1.447255071273509, 73.38217971935642], [-1.6252511438693757, 73.38217971935642], [-1.7142526704933052, 73.53632868857136]]
E14000876|[[-1.7142526704933052, 73.18033336439734], [-1.6252511438693757, 73.3344842180606], [-1.447255071273509, 73.3344842180606], [-1.3582572480001556, 73.18033336439734], [-1.447255071273509, 73.02618149477055], [-1.6252511438693757, 73.02618149477055], [-1.7142526704933052, 73.18033336439734]]
E14000668|[[-1.7142526704933052, 72.82433515619806], [-1.6252511438693757, 72.9784870258247], [-1.447255071273509, 72.9784870258247], [-1.3582572480001556, 72.82433515619806], [-1.447255071273509, 72.67018618698297], [-1.6252511438693757, 72.67018618698297], [-1.7142526704933052, 72.82433515619806]]
E14000843|[[-1.7142526704933052, 72.46833966815868], [-1.6252511438693757, 72.62249148862588], [-1.447255071273509, 72.62249148862588], [-1.3582572480001556, 72.46833966815868], [-1.447255071273509, 72.31418802794327], [-1.6252511438693757, 72.31418802794327], [-1.7142526704933052, 72.46833966815868]]
E14000577|[[-1.7142526704933052, 72.11234145995957], [-1.6252511438693757, 72.26649337874565], [-1.447255071273509, 72.26649337874565], [-1.3582572480001556, 72.11234145995957], [-1.447255071273509, 71.95819249074445], [-1.6252511438693757, 71.95819249074445], [-1.7142526704933052, 72.11234145995957]]
E14000533|[[-1.7142526704933052, 71.75634613578539], [-1.6252511438693757, 71.91049800541202], [-1.447255071273509, 71.91049800541202], [-1.3582572480001556, 71.75634613578539], [-1.447255071273509, 71.60219428254518], [-1.6252511438693757, 71.60219428254518], [-1.7142526704933052, 71.75634613578539]]
E14000663|[[-1.7142526704933052, 71.4003480422916], [-1.6252511438693757, 71.5544998955318], [-1.447255071273509, 71.5544998955318], [-1.3582572480001556, 71.4003480422916], [-1.447255071273509, 71.24620003988043], [-1.6252511438693757, 71.24620003988043], [-1.7142526704933052, 71.4003480422916]]
E14000784|[[-1.7142526704933052, 71.04435261979853], [-1.6252511438693757, 71.19850447303874], [-1.447255071273509, 71.19850447303874], [-1.3582572480001556, 71.04435261979853], [-1.447255071273509, 70.89020084849078], [-1.6252511438693757, 70.89020084849078], [-1.7142526704933052, 71.04435261979853]]
E14000940|[[-1.7142526704933052, 70.68835413302844], [-1.6252511438693757, 70.84250626483919], [-1.447255071273509, 70.84250626483919], [-1.3582572480001556, 70.68835413302844], [-1.447255071273509, 70.5342036562549], [-1.6252511438693757, 70.5342036562549], [-1.7142526704933052, 70.68835413302844]]
E14000905|[[-1.7142526704933052, 70.33235871053523], [-1.6252511438693757, 70.48650799109402], [-1.447255071273509, 70.48650799109402], [-1.3582572480001556, 70.33235871053523], [-1.447255071273509, 70.17820689006804], [-1.6252511438693757, 70.17820689006804], [-1.7142526704933052, 70.33235871053523]]
E14000801|[[-1.7142526704933052, 69.97636064981444], [-1.6252511438693757, 70.13051247028163], [-1.447255071273509, 70.13051247028163], [-1.3582572480001556, 69.97636064981444], [-1.447255071273509, 69.82221017304104], [-1.6252511438693757, 69.82221017304104], [-1.7142526704933052, 69.97636064981444]]
E14000800|[[-1.7142526704933052, 69.62036501429674], [-1.6252511438693757, 69.77451504863467], [-1.447255071273509, 69.77451504863467], [-1.3582572480001556, 69.62036501429674], [-1.447255071273509, 69.46621475054769], [-1.6252511438693757, 69.46621475054769], [-1.7142526704933052, 69.62036501429674]]
E14000606|[[-1.7142526704933052, 69.26436690441649], [-1.6252511438693757, 69.41851872488368], [-1.447255071273509, 69.41851872488368], [-1.3582572480001556, 69.26436690441649], [-1.447255071273509, 69.11021654234843], [-1.6252511438693757, 69.11021654234843], [-1.7142526704933052, 69.26436690441649]]
E14000745|[[-1.7142526704933052, 68.90837148192342], [-1.6252511438693757, 69.06252061500331], [-1.447255071273509, 69.06252061500331], [-1.3582572480001556, 68.90837148192342], [-1.447255071273509, 68.75421817028395], [-1.6252511438693757, 68.75421817028395], [-1.7142526704933052, 68.90837148192342]]
E14000741|[[-1.7142526704933052, 68.5523733228836], [-1.6252511438693757, 68.70652529082929], [-1.447255071273509, 68.70652529082929], [-1.3582572480001556, 68.5523733228836], [-1.447255071273509, 68.39822145325667], [-1.6252511438693757, 68.39822145325667], [-1.7142526704933052, 68.5523733228836]]
E14000592|[[-1.7142526704933052, 68.19637934240295], [-1.6252511438693757, 68.35052696792425], [-1.447255071273509, 68.35052696792425], [-1.3582572480001556, 68.19637934240295], [-1.447255071273509, 68.04222473622953], [-1.6252511438693757, 68.04222473622953], [-1.7142526704933052, 68.19637934240295]]
E14000727|[[-1.7142526704933052, 67.84037979051001], [-1.6252511438693757, 67.99453154543117], [-1.447255071273509, 67.99453154543117], [-1.3582572480001556, 67.84037979051001], [-1.447255071273509, 67.68622926457674], [-1.6252511438693757, 67.68622926457674], [-1.7142526704933052, 67.84037979051001]]
E14000674|[[-1.7142526704933052, 67.48438297516371], [-1.6252511438693757, 67.6385333863915], [-1.447255071273509, 67.6385333863915], [-1.3582572480001556, 67.48438297516371], [-1.447255071273509, 67.33023089251255], [-1.6252511438693757, 67.33023089251255], [-1.7142526704933052, 67.48438297516371]]
E14000593|[[-1.7142526704933052, 67.12838620897713], [-1.6252511438693757, 67.28253812776336], [-1.447255071273509, 67.28253812776336], [-1.3582572480001556, 67.12838620897713], [-1.447255071273509, 66.97423579774932], [-1.6252511438693757, 66.97423579774932], [-1.7142526704933052, 67.12838620897713]]
E14000896|[[-1.7142526704933052, 66.77238932808493], [-1.6252511438693757, 66.92653985401776], [-1.447255071273509, 66.92653985401776], [-1.3582572480001556, 66.77238932808493], [-1.447255071273509, 66.61823731097951], [-1.6252511438693757, 66.61823731097951], [-1.7142526704933052, 66.77238932808493]]
E14000984|[[-1.7142526704933052, 66.4163940202972], [-1.6252511438693757, 66.57054443152471], [-1.447255071273509, 66.57054443152471], [-1.3582572480001556, 66.4163940202972], [-1.447255071273509, 66.2622417737807], [-1.6252511438693757, 66.2622417737807], [-1.7142526704933052, 66.4163940202972]]
E14000576|[[-1.7142526704933052, 66.0603955335271], [-1.6252511438693757, 66.21454622332543], [-1.447255071273509, 66.21454622332543], [-1.3582572480001556, 66.0603955335271], [-1.447255071273509, 65.90624366390045], [-1.6252511438693757, 65.90624366390045], [-1.7142526704933052, 66.0603955335271]]
E14001006|[[-2.0168508901945876, 76.20630613916865], [-1.927848871975455, 76.36045800879543], [-1.749853061563687, 76.36045800879543], [-1.6608552382903383, 76.20630613916865], [-1.749853061563687, 76.05215431870145], [-1.927848871975455, 76.05215431870145], [-2.0168508901945876, 76.20630613916865]]
E14000765|[[-2.0168508901945876, 75.85031092970009], [-1.927848871975455, 76.00445989891504], [-1.749853061563687, 76.00445989891504], [-1.6608552382903383, 75.85031092970009], [-1.749853061563687, 75.69615901091385], [-1.927848871975455, 75.69615901091385], [-2.0168508901945876, 75.85031092970009]]
E14000754|[[-2.0168508901945876, 75.49431265595479], [-1.927848871975455, 75.64846452558145], [-1.749853061563687, 75.64846452558145], [-1.6608552382903383, 75.49431265595479], [-1.749853061563687, 75.34016078632787], [-1.927848871975455, 75.34016078632787], [-2.0168508901945876, 75.49431265595479]]
E14000819|[[-2.0168508901945876, 75.13831456246099], [-1.927848871975455, 75.2924664157012], [-1.749853061563687, 75.2924664157012], [-1.6608552382903383, 75.13831456246099], [-1.749853061563687, 74.98416665836872], [-1.927848871975455, 74.98416665836872], [-2.0168508901945876, 75.13831456246099]]
E14000928|[[-2.0168508901945876, 74.78231897610272], [-1.927848871975455, 74.93647078018348], [-1.749853061563687, 74.93647078018348], [-1.6608552382903383, 74.78231897610272], [-1.749853061563687, 74.62816720479496], [-1.927848871975455, 74.62816720479496], [-2.0168508901945876, 74.78231897610272]]
E14000781|[[-2.0168508901945876, 74.42632091538192], [-1.927848871975455, 74.58047262114351], [-1.749853061563687, 74.58047262114351], [-1.6608552382903383, 74.42632091538192], [-1.749853061563687, 74.27217012726454], [-1.927848871975455, 74.27217012726454], [-2.0168508901945876, 74.42632091538192]]
E14000689|[[-2.0168508901945876, 74.07032544372912], [-1.927848871975455, 74.22447731335606], [-1.749853061563687, 74.22447731335606], [-1.6608552382903383, 74.07032544372912], [-1.749853061563687, 73.91617367242168], [-1.927848871975455, 73.91617367242168], [-2.0168508901945876, 74.07032544372912]]
E14000588|[[-2.0168508901945876, 73.71432733384889], [-1.927848871975455, 73.86847925263525], [-1.749853061563687, 73.86847925263525], [-1.6608552382903383, 73.71432733384889], [-1.749853061563687, 73.56017669321014], [-1.927848871975455, 73.56017669321014], [-2.0168508901945876, 73.71432733384889]]
E14000542|[[-2.0168508901945876, 73.35833200967473], [-1.927848871975455, 73.51248378098246], [-1.749853061563687, 73.51248378098246], [-1.6608552382903383, 73.35833200967473], [-1.749853061563687, 73.2041812707171], [-1.927848871975455, 73.2041812707171], [-2.0168508901945876, 73.35833200967473]]
E14000666|[[-2.0168508901945876, 73.00233401450011], [-1.927848871975455, 73.15648550723718], [-1.749853061563687, 73.15648550723718], [-1.6608552382903383, 73.00233401450011], [-1.749853061563687, 72.8481828986526], [-1.927848871975455, 72.8481828986526], [-2.0168508901945876, 73.00233401450011]]
E14000903|[[-2.0168508901945876, 72.64633826427664], [-1.927848871975455, 72.80049003558439], [-1.749853061563687, 72.80049003558439], [-1.6608552382903383, 72.64633826427664], [-1.749853061563687, 72.49218759086502], [-1.927848871975455, 72.49218759086502], [-2.0168508901945876, 72.64633826427664]]
E14000748|[[-2.0168508901945876, 72.29034026910216], [-1.927848871975455, 72.44449192570414], [-1.749853061563687, 72.44449192570414], [-1.6608552382903383, 72.29034026910216], [-1.749853061563687, 72.13618936627931], [-1.927848871975455, 72.13618936627931], [-2.0168508901945876, 72.29034026910216]]
E14000814|[[-2.0168508901945876, 71.93434586257233], [-1.927848871975455, 72.08849655237053], [-1.749853061563687, 72.08849655237053], [-1.6608552382903383, 71.93434586257233], [-1.749853061563687, 71.78019405849173], [-1.927848871975455, 71.78019405849173], [-2.0168508901945876, 71.93434586257233]]
E14000662|[[-2.0168508901945876, 71.57834680227444], [-1.927848871975455, 71.73249860635522], [-1.749853061563687, 71.73249860635522], [-1.6608552382903383, 71.57834680227444], [-1.749853061563687, 71.42419578474613], [-1.927848871975455, 71.42419578474613], [-2.0168508901945876, 71.57834680227444]]
E14000858|[[-2.0168508901945876, 71.22234938062762], [-1.927848871975455, 71.37650221705822], [-1.749853061563687, 71.37650221705822], [-1.6608552382903383, 71.22234938062762], [-1.749853061563687, 71.06820031309363], [-1.927848871975455, 71.06820031309363], [-2.0168508901945876, 71.22234938062762]]
E14000583|[[-2.0168508901945876, 70.86635326990115], [-1.927848871975455, 71.02050507398178], [-1.749853061563687, 71.02050507398178], [-1.6608552382903383, 70.86635326990115], [-1.749853061563687, 70.71220220321338], [-1.927848871975455, 70.71220220321338], [-2.0168508901945876, 70.86635326990115]]
E14000868|[[-2.0168508901945876, 70.5103559138002], [-1.927848871975455, 70.66450637418731], [-1.749853061563687, 70.66450637418731], [-1.6608552382903383, 70.5103559138002], [-1.749853061563687, 70.3562068298795], [-1.927848871975455, 70.3562068298795], [-2.0168508901945876, 70.5103559138002]]
E14000649|[[-2.0168508901945876, 70.154360491307], [-1.927848871975455, 70.30851090253465], [-1.749853061563687, 70.30851090253465], [-1.6608552382903383, 70.154360491307], [-1.749853061563687, 70.00020845781529], [-1.927848871975455, 70.00020845781529], [-2.0168508901945876, 70.154360491307]]
E14000949|[[-2.0168508901945876, 69.79836216840198], [-1.927848871975455, 69.9525127434947], [-1.749853061563687, 69.9525127434947], [-1.6608552382903383, 69.79836216840198], [-1.749853061563687, 69.64421319918716], [-1.927848871975455, 69.64421319918716], [-2.0168508901945876, 69.79836216840198]]
E14000739|[[-2.0168508901945876, 69.44236684422809], [-1.927848871975455, 69.59651741932052], [-1.749853061563687, 69.59651741932052], [-1.6608552382903383, 69.44236684422809], [-1.749853061563687, 69.28821481073622], [-1.927848871975455, 69.28821481073622], [-2.0168508901945876, 69.44236684422809]]
E14000960|[[-2.0168508901945876, 69.08636847216376], [-1.927848871975455, 69.24051921112124], [-1.749853061563687, 69.24051921112124], [-1.6608552382903383, 69.08636847216376], [-1.749853061563687, 68.93221665169641], [-1.927848871975455, 68.93221665169641], [-2.0168508901945876, 69.08636847216376]]
E14001021|[[-2.0168508901945876, 68.73037300051082], [-1.927848871975455, 68.88452508316225], [-1.749853061563687, 68.88452508316225], [-1.6608552382903383, 68.73037300051082], [-1.749853061563687, 68.57622118004362], [-1.927848871975455, 68.57622118004362], [-2.0168508901945876, 68.73037300051082]]
E14000731|[[-2.0168508901945876, 68.37437489063058], [-1.927848871975455, 68.52852551488274], [-1.749853061563687, 68.52852551488274], [-1.6608552382903383, 68.37437489063058], [-1.749853061563687, 68.22022302100393], [-1.927848871975455, 68.22022302100393], [-2.0168508901945876, 68.37437489063058]]
E14000732|[[-2.0168508901945876, 68.01837940259148], [-1.927848871975455, 68.17252874869617], [-1.749853061563687, 68.17252874869617], [-1.6608552382903383, 68.01837940259148], [-1.749853061563687, 67.86422754935114], [-1.927848871975455, 67.86422754935114], [-2.0168508901945876, 68.01837940259148]]
E14000675|[[-2.0168508901945876, 67.66238124355151], [-1.927848871975455, 67.81653193334985], [-1.749853061563687, 67.81653193334985], [-1.6608552382903383, 67.66238124355151], [-1.749853061563687, 67.50822937392488], [-1.927848871975455, 67.50822937392488], [-2.0168508901945876, 67.66238124355151]]
E14000676|[[-2.0168508901945876, 67.30638582105846], [-1.927848871975455, 67.46053516716313], [-1.749853061563687, 67.46053516716313], [-1.6608552382903383, 67.30638582105846], [-1.749853061563687, 67.15223406613714], [-1.927848871975455, 67.15223406613714], [-2.0168508901945876, 67.30638582105846]]
E14001005|[[-2.0168508901945876, 66.95038766201863], [-1.927848871975455, 67.10453941693993], [-1.749853061563687, 67.10453941693993], [-1.6608552382903383, 66.95038766201863], [-1.749853061563687, 66.79623585793802], [-1.927848871975455, 66.79623585793802], [-2.0168508901945876, 66.95038766201863]]
E14000770|[[-2.0168508901945876, 66.59439235423103], [-1.927848871975455, 66.74854212638473], [-1.749853061563687, 66.74854212638473], [-1.6608552382903383, 66.59439235423103], [-1.749853061563687, 66.44024036989865], [-1.927848871975455, 66.44024036989865], [-2.0168508901945876, 66.59439235423103]]
E14000633|[[-2.0168508901945876, 66.2383940804856], [-1.927848871975455, 66.39254599927197], [-1.749853061563687, 66.39254599927197], [-1.6608552382903383, 66.2383940804856], [-1.749853061563687, 66.0842422108588], [-1.927848871975455, 66.0842422108588], [-2.0168508901945876, 66.2383940804856]]
E14000736|[[-2.0168508901945876, 65.88239860883294], [-1.927848871975455, 66.03654767636709], [-1.749853061563687, 66.03654767636709], [-1.6608552382903383, 65.88239860883294], [-1.749853061563687, 65.7282481812187], [-1.927848871975455, 65.7282481812187], [-2.0168508901945876, 65.88239860883294]]
E14000575|[[-2.319448847711764, 76.38430478444616], [-2.230445436639525, 76.53845665407282], [-2.0524499867309234, 76.53845665407282], [-1.96344796851177, 76.38430478444616], [-2.0524499867309234, 76.23015404548853], [-2.230445436639525, 76.23015404548853], [-2.319448847711764, 76.38430478444616]]
E14000832|[[-2.319448847711764, 76.02830770691577], [-2.230445436639525, 76.18245849503299], [-2.0524499867309234, 76.18245849503299], [-1.96344796851177, 76.02830770691577], [-2.0524499867309234, 75.87415567342406], [-2.230445436639525, 75.87415567342406], [-2.319448847711764, 76.02830770691577]]
E14001020|[[-2.319448847711764, 75.67231221887667], [-2.230445436639525, 75.82646297422073], [-2.0524499867309234, 75.82646297422073], [-1.96344796851177, 75.67231221887667], [-2.0524499867309234, 75.51816046395537], [-2.230445436639525, 75.51816046395537], [-2.319448847711764, 75.67231221887667]]
