gender,forecast_date,playin_flag,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,results_to,team_alive,team_id,team_name,team_rating,team_region,team_seed,team_slot
womens,2019-03-17,0,1,0.100261276,0.034884834,0.001310003,0.000336019,3.60E-05,2.59E-06,1,1,2057,Belmont,79.97,Greensboro,13,14
womens,2019-03-17,0,1,0.311647874,0.073067187,0.003420438,0.000247998,2.90E-05,2.59E-06,1,1,2116,Central Florida,79.89,Portland,12,42
womens,2019-03-17,0,1,0.17853029,0.073322872,0.003397346,0.00024422,2.80E-05,2.45E-06,1,1,526,Florida Gulf Coast,79.84,Portland,13,46
womens,2019-03-17,0,1,0.351729725,0.07795646,0.003650233,0.000313017,2.76E-05,1.81E-06,1,1,2514,Quinnipiac,80.5,Portland,11,50
womens,2019-03-17,0,1,0.33367538,0.012266915,0.003249391,0.000168856,1.40E-05,1.31E-06,1,1,2306,Kansas State,81.06,Albany,9,70
womens,2019-03-17,0,1,0.170808874,0.025941252,0.004360814,0.000145813,8.77E-06,6.22E-07,1,1,2623,Missouri State,78.39,Chicago,11,114
womens,2019-03-17,0,1,0.142387002,0.026990183,0.00041474,6.45E-05,3.75E-06,2.59E-07,1,1,242,Rice,77.62,Chicago,12,106
womens,2019-03-17,0,1,0.159944595,0.015502576,0.000368047,6.82E-05,4.59E-06,2.08E-07,1,1,2083,Bucknell,76.6,Greensboro,12,10
womens,2019-03-17,0,1,0.453960847,0.023124046,0.003353966,7.55E-05,3.19E-06,1.64E-07,1,1,252,Brigham Young,77.39,Chicago,7,120
womens,2019-03-17,0,1,0.302194124,0.003579953,0.000852076,4.42E-05,3.11E-06,1.61E-07,1,1,228,Clemson,76.62,Portland,9,38
womens,2019-03-17,0,1,0.064458272,0.01531091,0.002014992,6.20E-05,3.38E-06,1.24E-07,1,1,311,Maine,75.68,Greensboro,14,22
womens,2019-03-17,0,1,0.040236219,0.023008407,0.002920371,5.68E-05,2.15E-06,1.00E-07,1,1,302,UC-Davis,76.81,Chicago,15,126
womens,2019-03-17,0,1,0.092202341,0.027027901,0.000732923,3.93E-05,2.27E-06,9.54E-08,1,1,2230,Fordham,76.21,Portland,14,54
womens,2019-03-17,0,1,0.075076951,0.010479564,0.000182828,3.14E-05,1.57E-06,9.51E-08,1,1,2750,Wright State,76.28,Chicago,13,110
womens,2019-03-17,0,1,0.031463979,0.004951966,0.000720574,2.29E-05,1.43E-06,6.08E-08,1,1,2382,Mercer,74.21,Greensboro,15,30
womens,2019-03-17,0,1,0.040124017,0.012373217,0.000476995,1.13E-05,4.59E-07,2.13E-08,1,1,68,Boise State,75.97,Albany,13,78
womens,2019-03-17,0,1,0.00796273,0.001494195,0.000411139,3.01E-05,7.83E-07,1.45E-08,1,1,2502,Portland State,72.17,Portland,15,62
womens,2019-03-17,0,1,0.125660271,0.004760576,0.000173367,3.90E-06,1.67E-07,8.20E-09,1,1,2031,Arkansas-Little Rock,74.2,Albany,12,74
womens,2019-03-17,0,1,0.02260491,0.00246434,2.07E-05,8.90E-07,2.44E-08,7.82E-10,1,1,2515,Radford,70.15,Albany,14,86
womens,2019-03-17,0,1,0.001036581,9.88E-05,5.32E-06,1.69E-07,2.89E-09,5.90E-11,1,1,119,Towson,66.57,Albany,15,94
womens,2019-03-17,0,1,0.002825026,0.00030697,1.83E-05,1.72E-07,2.82E-09,5.50E-11,1,1,2523,Robert Morris,66.86,Albany,16,66
womens,2019-03-17,0,1,0.016308028,0.000882781,3.21E-05,1.92E-07,2.48E-09,4.40E-11,1,1,166,New Mexico State,66.98,Chicago,14,118
womens,2019-03-17,0,1,0.00066926,8.82E-05,3.04E-06,1.23E-07,2.06E-09,2.50E-11,1,1,2000,Abilene Christian,65.11,Greensboro,16,2
womens,2019-03-17,0,1,0.000301482,1.21E-05,4.44E-07,1.42E-08,2.28E-10,5.00E-12,1,1,2065,Bethune-Cookman,63.54,Chicago,16,98
womens,2019-03-17,0,1,0.000673759,6.44E-05,2.80E-06,2.28E-08,2.80E-10,2.00E-12,1,1,2582,Southern,61.9,Portland,16,34
